"producto","mes_corte","ventas_mes_anterior","promedio_movil_ventas_3_meses","promedio_movil_ventas_6_meses","promedio_movil_ventas_12_meses","vistas_producto_mes_anterior","promedio_movil_vistas_3_meses","ventas_mes_siguiente"
"Harbinger Red Line Knee Wraps Rojo","2023-09","3","3.00","3.00","3.42","20","18.33","3"
"Harbinger Red Line Knee Wraps Rojo","2023-10","3","3.00","3.00","3.33","27","20.00","6"
"Harbinger Red Line Knee Wraps Rojo","2023-11","6","4.00","3.50","3.42","27","24.67","3"
"Harbinger Red Line Knee Wraps Rojo","2023-12","3","4.00","3.50","3.33","26","26.67","5"
"Harbinger Red Line Knee Wraps Rojo","2024-01","5","4.67","3.83","3.50","31","28.00","4"
"Harbinger Red Line Knee Wraps Rojo","2024-02","4","4.00","4.00","3.50","19","25.33","4"
"Harbinger Red Line Knee Wraps Rojo","2024-03","4","4.33","4.17","3.58","27","25.67","4"
"Harbinger Red Line Knee Wraps Rojo","2024-04","4","4.00","4.33","3.67","29","25.00","3"
"Harbinger Red Line Knee Wraps Rojo","2024-05","3","3.67","3.83","3.67","20","25.33","4"
"Harbinger Red Line Knee Wraps Rojo","2024-06","4","3.67","4.00","3.75","20","23.00","11"
"Harbinger Red Line Knee Wraps Rojo","2024-07","11","6.00","5.00","4.42","29","23.00","14"
"Harbinger Red Line Knee Wraps Rojo","2024-08","14","9.67","6.67","5.33","29","26.00","11"
"Harbinger Red Line Knee Wraps Rojo","2024-09","11","12.00","7.83","6.00","19","25.67","10"
"Harbinger Red Line Knee Wraps Rojo","2024-10","10","11.67","8.83","6.58","28","25.33","3"
"Harbinger Red Line Knee Wraps Rojo","2024-11","3","8.00","8.83","6.33","21","22.67","3"
"Harbinger Red Line Knee Wraps Rojo","2024-12","3","5.33","8.67","6.33","21","23.33","12"
"Harbinger Red Line Knee Wraps Rojo","2025-01","12","6.00","8.83","6.92","20","20.67","12"
"Harbinger Red Line Knee Wraps Rojo","2025-02","12","9.00","8.50","7.58","17","19.33","10"
"Harbinger Red Line Knee Wraps Rojo","2025-03","10","11.33","8.33","8.08","18","18.33","14"
"Harbinger Red Line Knee Wraps Rojo","2025-04","14","12.00","9.00","8.92","27","20.67","12"
"Harbinger Red Line Knee Wraps Rojo","2025-05","12","12.00","10.50","9.67","26","23.67","9"
"Harbinger Red Line Knee Wraps Rojo","2025-06","9","11.67","11.50","10.08","20","24.33","3"
"Harbinger Red Line Knee Wraps Rojo","2025-07","3","8.00","10.00","9.42","22","22.67","11"
"Harbinger Red Line Knee Wraps Rojo","2025-08","11","7.67","9.83","9.17","23","21.67","11"
"Harbinger Red Line Knee Wraps Rojo","2025-09","11","8.33","10.00","9.17","25","23.33","13"
"Harbinger Red Line Knee Wraps Rojo","2025-10","13","11.67","9.83","9.42","18","22.00","9"
"Harbinger Red Line Knee Wraps Rojo","2025-11","9","11.00","9.33","9.92","26","23.00","9"
"Harbinger Red Line Knee Wraps Rojo","2025-12","9","10.33","9.33","10.42","30","24.67","16"
"Harbinger Red Line Knee Wraps Rojo","2026-01","16","11.33","11.50","10.75","26","27.33","10"
"Harbinger Red Line Knee Wraps Rojo","2026-02","10","11.67","11.33","10.58","19","25.00","11"
"Harbinger Red Line Knee Wraps Rojo","2026-03","11","12.33","11.33","10.67","14","19.67","27"
"Harbinger Red Line Knee Wraps Rojo","2026-04","27","16.00","13.67","11.75","24","19.00","36"
"Harbinger Red Line Knee Wraps Rojo","2026-05","36","24.67","18.17","13.75","25","21.00","25"
"Harbinger Resistance Band Heavy Negro","2023-06","1","0.33","0.67","0.67","71","62.67","1"
"Harbinger Resistance Band Heavy Negro","2023-07","1","0.67","0.67","0.67","70","69.33","1"
"Harbinger Resistance Band Heavy Negro","2023-08","1","1.00","0.67","0.75","83","74.67","1"
"Harbinger Resistance Band Heavy Negro","2023-09","1","1.00","0.67","0.75","54","69.00","0"
"Harbinger Resistance Band Heavy Negro","2023-10","0","0.67","0.67","0.67","52","63.00","1"
"Harbinger Resistance Band Heavy Negro","2023-11","1","0.67","0.83","0.75","59","55.00","0"
"Harbinger Resistance Band Heavy Negro","2023-12","0","0.33","0.67","0.67","56","55.67","0"
"Harbinger Resistance Band Heavy Negro","2024-01","0","0.33","0.50","0.58","46","53.67","0"
"Harbinger Resistance Band Heavy Negro","2024-02","0","0.00","0.33","0.50","45","49.00","1"
"Harbinger Resistance Band Heavy Negro","2024-03","1","0.33","0.33","0.50","39","43.33","0"
"Harbinger Resistance Band Heavy Negro","2024-04","0","0.33","0.33","0.50","54","46.00","0"
"Harbinger Resistance Band Heavy Negro","2024-05","0","0.33","0.17","0.50","66","53.00","1"
"Harbinger Resistance Band Heavy Negro","2024-06","1","0.33","0.33","0.50","63","61.00","15"
"Harbinger Resistance Band Heavy Negro","2024-07","15","5.33","2.83","1.67","76","68.33","1"
"Harbinger Resistance Band Heavy Negro","2024-08","1","5.67","3.00","1.67","64","67.67","20"
"Harbinger Resistance Band Heavy Negro","2024-09","20","12.00","6.17","3.25","57","65.67","17"
"Harbinger Resistance Band Heavy Negro","2024-10","17","12.67","9.00","4.67","50","57.00","27"
"Harbinger Resistance Band Heavy Negro","2024-11","27","21.33","13.50","6.83","59","55.33","22"
"Harbinger Resistance Band Heavy Negro","2024-12","22","22.00","17.00","8.67","65","58.00","24"
"Harbinger Resistance Band Heavy Negro","2025-01","24","24.33","18.50","10.67","73","65.67","16"
"Harbinger Resistance Band Heavy Negro","2025-02","16","20.67","21.00","12.00","45","61.00","15"
"Harbinger Resistance Band Heavy Negro","2025-03","15","18.33","20.17","13.17","49","55.67","18"
"Harbinger Resistance Band Heavy Negro","2025-04","18","16.33","20.33","14.67","66","53.33","24"
"Harbinger Resistance Band Heavy Negro","2025-05","24","19.00","19.83","16.67","75","63.33","19"
"Harbinger Resistance Band Heavy Negro","2025-06","19","20.33","19.33","18.17","69","70.00","12"
"Harbinger Resistance Band Heavy Negro","2025-07","12","18.33","17.33","17.92","0","48.00","22"
"Harbinger Resistance Band Heavy Negro","2025-08","22","17.67","18.33","19.67","69","46.00","19"
"Harbinger Resistance Band Heavy Negro","2025-09","19","17.67","19.00","19.58","57","42.00","23"
"Harbinger Resistance Band Heavy Negro","2025-10","23","21.33","19.83","20.08","34","53.33","26"
"Harbinger Resistance Band Heavy Negro","2025-11","26","22.67","20.17","20.00","55","48.67","21"
"Harbinger Resistance Band Heavy Negro","2025-12","21","23.33","20.50","19.92","69","52.67","29"
"Harbinger Resistance Band Heavy Negro","2026-01","29","25.33","23.33","20.33","46","56.67","18"
"Harbinger Resistance Band Heavy Negro","2026-02","18","22.67","22.67","20.50","61","58.67","26"
"Harbinger Resistance Band Heavy Negro","2026-03","26","24.33","23.83","21.42","0","35.67","21"
"Harbinger Resistance Band Heavy Negro","2026-04","21","21.67","23.50","21.67","49","36.67","29"
"Harbinger Resistance Band Heavy Negro","2026-05","29","25.33","24.00","22.08","55","34.67","44"
"Harbinger Resistance Band Light Amarillo","2023-06","4","5.33","5.67","5.92","29","40.67","4"
"Harbinger Resistance Band Light Amarillo","2023-07","4","5.00","5.33","5.75","27","33.00","7"
"Harbinger Resistance Band Light Amarillo","2023-08","7","5.00","5.33","6.00","31","29.00","8"
"Harbinger Resistance Band Light Amarillo","2023-09","8","6.33","5.83","6.25","46","34.67","7"
"Harbinger Resistance Band Light Amarillo","2023-10","7","7.33","6.17","6.08","37","38.00","7"
"Harbinger Resistance Band Light Amarillo","2023-11","7","7.33","6.17","6.33","38","40.33","8"
"Harbinger Resistance Band Light Amarillo","2023-12","8","7.33","6.83","6.25","43","39.33","10"
"Harbinger Resistance Band Light Amarillo","2024-01","10","8.33","7.83","6.58","61","47.33","5"
"Harbinger Resistance Band Light Amarillo","2024-02","5","7.67","7.50","6.42","22","42.00","4"
"Harbinger Resistance Band Light Amarillo","2024-03","4","6.33","6.83","6.33","36","39.67","5"
"Harbinger Resistance Band Light Amarillo","2024-04","5","4.67","6.50","6.33","34","30.67","6"
"Harbinger Resistance Band Light Amarillo","2024-05","6","5.00","6.33","6.25","44","38.00","6"
"Harbinger Resistance Band Light Amarillo","2024-06","6","5.67","6.00","6.42","33","37.00","12"
"Harbinger Resistance Band Light Amarillo","2024-07","12","8.00","6.33","7.08","42","39.67","8"
"Harbinger Resistance Band Light Amarillo","2024-08","8","8.67","6.83","7.17","26","33.67","7"
"Harbinger Resistance Band Light Amarillo","2024-09","7","9.00","7.33","7.08","43","37.00","15"
"Harbinger Resistance Band Light Amarillo","2024-10","15","10.00","9.00","7.75","39","36.00","15"
"Harbinger Resistance Band Light Amarillo","2024-11","15","12.33","10.50","8.42","40","40.67","13"
"Harbinger Resistance Band Light Amarillo","2024-12","13","14.33","11.67","8.83","40","39.67","13"
"Harbinger Resistance Band Light Amarillo","2025-01","13","13.67","11.83","9.08","52","44.00","15"
"Harbinger Resistance Band Light Amarillo","2025-02","15","13.67","13.00","9.92","48","46.67","9"
"Harbinger Resistance Band Light Amarillo","2025-03","9","12.33","13.33","10.33","20","40.00","12"
"Harbinger Resistance Band Light Amarillo","2025-04","12","12.00","12.83","10.92","26","31.33","13"
"Harbinger Resistance Band Light Amarillo","2025-05","13","11.33","12.50","11.50","23","23.00","12"
"Harbinger Resistance Band Light Amarillo","2025-06","12","12.33","12.33","12.00","30","26.33","13"
"Harbinger Resistance Band Light Amarillo","2025-07","13","12.67","12.33","12.08","24","25.67","12"
"Harbinger Resistance Band Light Amarillo","2025-08","12","12.33","11.83","12.42","57","37.00","11"
"Harbinger Resistance Band Light Amarillo","2025-09","11","12.00","12.17","12.75","28","36.33","13"
"Harbinger Resistance Band Light Amarillo","2025-10","13","12.00","12.33","12.58","38","41.00","6"
"Harbinger Resistance Band Light Amarillo","2025-11","6","10.00","11.17","11.83","35","33.67","15"
"Harbinger Resistance Band Light Amarillo","2025-12","15","11.33","11.67","12.00","33","35.33","18"
"Harbinger Resistance Band Light Amarillo","2026-01","18","13.00","12.50","12.42","51","39.67","6"
"Harbinger Resistance Band Light Amarillo","2026-02","6","13.00","11.50","11.67","43","42.33","14"
"Harbinger Resistance Band Light Amarillo","2026-03","14","12.67","12.00","12.08","38","44.00","17"
"Harbinger Resistance Band Light Amarillo","2026-04","17","12.33","12.67","12.50","23","34.67","30"
"Harbinger Resistance Band Light Amarillo","2026-05","30","20.33","16.67","13.92","43","34.67","27"
"Harbinger Resistance Band Medium Rojo","2023-06","4","3.67","3.83","4.00","13","12.67","3"
"Harbinger Resistance Band Medium Rojo","2023-07","3","3.33","3.50","3.92","13","11.67","3"
"Harbinger Resistance Band Medium Rojo","2023-08","3","3.33","3.50","3.92","8","11.33","3"
"Harbinger Resistance Band Medium Rojo","2023-09","3","3.00","3.33","3.83","14","11.67","3"
"Harbinger Resistance Band Medium Rojo","2023-10","3","3.00","3.17","3.58","18","13.33","3"
"Harbinger Resistance Band Medium Rojo","2023-11","3","3.00","3.17","3.42","13","15.00","4"
"Harbinger Resistance Band Medium Rojo","2023-12","4","3.33","3.17","3.50","12","14.33","3"
"Harbinger Resistance Band Medium Rojo","2024-01","3","3.33","3.17","3.33","12","12.33","3"
"Harbinger Resistance Band Medium Rojo","2024-02","3","3.33","3.17","3.33","14","12.67","4"
"Harbinger Resistance Band Medium Rojo","2024-03","4","3.33","3.33","3.33","16","14.00","3"
"Harbinger Resistance Band Medium Rojo","2024-04","3","3.33","3.33","3.25","13","14.33","3"
"Harbinger Resistance Band Medium Rojo","2024-05","3","3.33","3.33","3.25","16","15.00","3"
"Harbinger Resistance Band Medium Rojo","2024-06","3","3.00","3.17","3.17","12","13.67","5"
"Harbinger Resistance Band Medium Rojo","2024-07","5","3.67","3.50","3.33","10","12.67","5"
"Harbinger Resistance Band Medium Rojo","2024-08","5","4.33","3.83","3.50","12","11.33","8"
"Harbinger Resistance Band Medium Rojo","2024-09","8","6.00","4.50","3.92","16","12.67","6"
"Harbinger Resistance Band Medium Rojo","2024-10","6","6.33","5.00","4.17","14","14.00","8"
"Harbinger Resistance Band Medium Rojo","2024-11","8","7.33","5.83","4.58","15","15.00","8"
"Harbinger Resistance Band Medium Rojo","2024-12","8","7.33","6.67","4.92","13","14.00","7"
"Harbinger Resistance Band Medium Rojo","2025-01","7","7.67","7.00","5.25","14","14.00","3"
"Harbinger Resistance Band Medium Rojo","2025-02","3","6.00","6.67","5.25","7","11.33","3"
"Harbinger Resistance Band Medium Rojo","2025-03","3","4.33","5.83","5.17","14","11.67","5"
"Harbinger Resistance Band Medium Rojo","2025-04","5","3.67","5.67","5.33","14","11.67","4"
"Harbinger Resistance Band Medium Rojo","2025-05","4","4.00","5.00","5.42","13","13.67","3"
"Harbinger Resistance Band Medium Rojo","2025-06","3","4.00","4.17","5.42","8","11.67","7"
"Harbinger Resistance Band Medium Rojo","2025-07","7","4.67","4.17","5.58","10","10.33","4"
"Harbinger Resistance Band Medium Rojo","2025-08","4","4.67","4.33","5.50","18","12.00","6"
"Harbinger Resistance Band Medium Rojo","2025-09","6","5.67","4.83","5.33","8","12.00","2"
"Harbinger Resistance Band Medium Rojo","2025-10","2","4.00","4.33","5.00","10","12.00","4"
"Harbinger Resistance Band Medium Rojo","2025-11","4","4.00","4.33","4.67","18","12.00","5"
"Harbinger Resistance Band Medium Rojo","2025-12","5","3.67","4.67","4.42","17","15.00","6"
"Harbinger Resistance Band Medium Rojo","2026-01","6","5.00","4.50","4.33","11","15.33","7"
"Harbinger Resistance Band Medium Rojo","2026-02","7","6.00","5.00","4.67","20","16.00","9"
"Harbinger Resistance Band Medium Rojo","2026-03","9","7.33","5.50","5.17","13","14.67","10"
"Harbinger Resistance Band Medium Rojo","2026-04","10","8.67","6.83","5.58","17","16.67","13"
"Harbinger Resistance Band Medium Rojo","2026-05","13","10.67","8.33","6.33","14","14.67","26"
"Harbinger Shaker Bottle 700 ml Negro","2023-06","2","2.00","2.00","1.92","17","22.33","2"
"Harbinger Shaker Bottle 700 ml Negro","2023-07","2","2.00","1.83","1.92","30","23.67","2"
"Harbinger Shaker Bottle 700 ml Negro","2023-08","2","2.00","1.83","1.92","30","25.67","3"
"Harbinger Shaker Bottle 700 ml Negro","2023-09","3","2.33","2.17","1.92","28","29.33","2"
"Harbinger Shaker Bottle 700 ml Negro","2023-10","2","2.33","2.17","1.92","28","28.67","3"
"Harbinger Shaker Bottle 700 ml Negro","2023-11","3","2.67","2.33","2.00","21","25.67","2"
"Harbinger Shaker Bottle 700 ml Negro","2023-12","2","2.33","2.33","2.17","28","25.67","2"
"Harbinger Shaker Bottle 700 ml Negro","2024-01","2","2.33","2.33","2.08","18","22.33","2"
"Harbinger Shaker Bottle 700 ml Negro","2024-02","2","2.00","2.33","2.08","19","21.67","2"
"Harbinger Shaker Bottle 700 ml Negro","2024-03","2","2.00","2.17","2.17","26","21.00","2"
"Harbinger Shaker Bottle 700 ml Negro","2024-04","2","2.00","2.17","2.17","19","21.33","2"
"Harbinger Shaker Bottle 700 ml Negro","2024-05","2","2.00","2.00","2.17","27","24.00","2"
"Harbinger Shaker Bottle 700 ml Negro","2024-06","2","2.00","2.00","2.17","27","24.33","2"
"Harbinger Shaker Bottle 700 ml Negro","2024-07","2","2.00","2.00","2.17","18","24.00","4"
"Harbinger Shaker Bottle 700 ml Negro","2024-08","4","2.67","2.33","2.33","28","24.33","7"
"Harbinger Shaker Bottle 700 ml Negro","2024-09","7","4.33","3.17","2.67","32","26.00","5"
"Harbinger Shaker Bottle 700 ml Negro","2024-10","5","5.33","3.67","2.92","24","28.00","4"
"Harbinger Shaker Bottle 700 ml Negro","2024-11","4","5.33","4.00","3.00","30","28.67","3"
"Harbinger Shaker Bottle 700 ml Negro","2024-12","3","4.00","4.17","3.08","31","28.33","6"
"Harbinger Shaker Bottle 700 ml Negro","2025-01","6","4.33","4.83","3.42","31","30.67","2"
"Harbinger Shaker Bottle 700 ml Negro","2025-02","2","3.67","4.50","3.42","28","30.00","0"
"Harbinger Shaker Bottle 700 ml Negro","2025-03","0","2.67","3.33","3.25","20","26.33","2"
"Harbinger Shaker Bottle 700 ml Negro","2025-04","2","1.33","2.83","3.25","28","25.33","2"
"Harbinger Shaker Bottle 700 ml Negro","2025-05","2","1.33","2.50","3.25","22","23.33","1"
"Harbinger Shaker Bottle 700 ml Negro","2025-06","1","1.67","2.17","3.17","19","23.00","5"
"Harbinger Shaker Bottle 700 ml Negro","2025-07","5","2.67","2.00","3.42","28","23.00","2"
"Harbinger Shaker Bottle 700 ml Negro","2025-08","2","2.67","2.00","3.25","23","23.33","6"
"Harbinger Shaker Bottle 700 ml Negro","2025-09","6","4.33","3.00","3.17","26","25.67","5"
"Harbinger Shaker Bottle 700 ml Negro","2025-10","5","4.33","3.50","3.17","18","22.33","6"
"Harbinger Shaker Bottle 700 ml Negro","2025-11","6","5.67","4.17","3.33","29","24.33","2"
"Harbinger Shaker Bottle 700 ml Negro","2025-12","2","4.33","4.33","3.25","20","22.33","9"
"Harbinger Shaker Bottle 700 ml Negro","2026-01","9","5.67","5.00","3.50","26","25.00","8"
"Harbinger Shaker Bottle 700 ml Negro","2026-02","8","6.33","6.00","4.00","24","23.33","22"
"Harbinger Shaker Bottle 700 ml Negro","2026-03","22","13.00","8.67","5.83","20","23.33","27"
"Harbinger Shaker Bottle 700 ml Negro","2026-04","27","19.00","12.33","7.92","26","23.33","44"
"Harbinger Shaker Bottle 700 ml Negro","2026-05","44","31.00","18.67","11.42","18","21.33","67"
"Harbinger Speed Agility Cones Naranja","2023-06","0","0.67","0.67","0.92","5","6.67","1"
"Harbinger Speed Agility Cones Naranja","2023-07","1","0.67","0.67","0.92","8","6.67","1"
"Harbinger Speed Agility Cones Naranja","2023-08","1","0.67","0.67","0.83","11","8.00","2"
"Harbinger Speed Agility Cones Naranja","2023-09","2","1.33","1.00","0.92","10","9.67","2"
"Harbinger Speed Agility Cones Naranja","2023-10","2","1.67","1.17","1.00","15","12.00","1"
"Harbinger Speed Agility Cones Naranja","2023-11","1","1.67","1.17","1.00","13","12.67","2"
"Harbinger Speed Agility Cones Naranja","2023-12","2","1.67","1.50","1.08","12","13.33","2"
"Harbinger Speed Agility Cones Naranja","2024-01","2","1.67","1.67","1.17","10","11.67","1"
"Harbinger Speed Agility Cones Naranja","2024-02","1","1.67","1.67","1.17","8","10.00","0"
"Harbinger Speed Agility Cones Naranja","2024-03","0","1.00","1.33","1.17","9","9.00","1"
"Harbinger Speed Agility Cones Naranja","2024-04","1","0.67","1.17","1.17","12","9.67","2"
"Harbinger Speed Agility Cones Naranja","2024-05","2","1.00","1.33","1.25","13","11.33","1"
"Harbinger Speed Agility Cones Naranja","2024-06","1","1.33","1.17","1.33","11","12.00","6"
"Harbinger Speed Agility Cones Naranja","2024-07","6","3.00","1.83","1.75","12","12.00","6"
"Harbinger Speed Agility Cones Naranja","2024-08","6","4.33","2.67","2.17","10","11.00","6"
"Harbinger Speed Agility Cones Naranja","2024-09","6","6.00","3.67","2.50","13","11.67","5"
"Harbinger Speed Agility Cones Naranja","2024-10","5","5.67","4.33","2.75","10","11.00","5"
"Harbinger Speed Agility Cones Naranja","2024-11","5","5.33","4.83","3.08","15","12.67","3"
"Harbinger Speed Agility Cones Naranja","2024-12","3","4.33","5.17","3.17","10","11.67","7"
"Harbinger Speed Agility Cones Naranja","2025-01","7","5.00","5.33","3.58","12","12.33","7"
